Opened,Name,City,State,City,Address
3/10/2017,NW 67th Avenue & NW 169th St,Miami,Florida,Miami,"NW 67th Avenue & NW 169th St, Miami, Florida"
3/10/2017,S. Main St and Rogers Rd,Wake Forest,NorthCarolina,RaleighDurhamChapelHill,"S. Main St and Rogers Rd, Wake Forest, NorthCarolina"
3/10/2017,Pine Island & Pondella,Cape Coral,Florida,Naples,"Pine Island & Pondella, Cape Coral, Florida"
3/9/2017,First & Wetmore Rd,Tucson,Arizona,Tucson,"First & Wetmore Rd, Tucson, Arizona"
3/9/2017,Medford RT 541,Medford,NewJersey,,"Medford RT 541, Medford, NewJersey"
3/9/2017,Valley & Rio Hondo,Rosemead,California,LosAngeles,"Valley & Rio Hondo, Rosemead, California"
3/8/2017,Anderson Mill & 183,Austin,Texas,Austin,"Anderson Mill & 183, Austin, Texas"
3/6/2017,183A & New Hope,Cedar Park,Texas,Austin,"183A & New Hope, Cedar Park, Texas"
3/6/2017,Saratoga Blvd. & Weber Rd.,Corpus Christi,Texas,RemoteMarkets,"Saratoga Blvd. & Weber Rd., Corpus Christi, Texas"
3/4/2017,221 Glendale Avenue,St. Catharines,Ontario,StCatharines,"221 Glendale Avenue, St. Catharines, Ontario"
3/3/2017,"Concord, Crile Road",Concord,Ohio,Cleveland,"Concord, Crile Road, Concord, Ohio"
3/3/2017,US 17 & Kingsley,Orange Park,Florida,Jacksonville,"US 17 & Kingsley, Orange Park, Florida"
3/3/2017,SR 23 & Main St - Granger,Granger,Indiana,NorthwestIndiana,"SR 23 & Main St - Granger, Granger, Indiana"
3/3/2017,SW Walker Rd & Schendel,Beaverton,Oregon,Portland,"SW Walker Rd & Schendel, Beaverton, Oregon"
3/2/2017,22nd and South,Philadelphia,Pennsylvania,Philadelphia,"22nd and South, Philadelphia, Pennsylvania"
3/2/2017,Masonic & Geary,San Francisco,California,SanFrancisco,"Masonic & Geary, San Francisco, California"
3/2/2017,Town Center West,Rocky Hill,Connecticut,Hartford,"Town Center West, Rocky Hill, Connecticut"
2/28/2017,1st & University - Seattle,Seattle,Washington,Seattle,"1st & University - Seattle, Seattle, Washington"
2/27/2017,Hwy 84 and Linden - Caldwell,Caldwell,Idaho,Boise,"Hwy 84 and Linden - Caldwell, Caldwell, Idaho"
2/27/2017,287 and Diamond Circle,Lafayette,Colorado,Denver,"287 and Diamond Circle, Lafayette, Colorado"
2/27/2017,48th btwn 5th & 6th,New York,NewYork,NewYorkCity,"48th btwn 5th & 6th, New York, NewYork"
2/25/2017,"7th St & Willetta, Phoenix",Phoenix,Arizona,Phoenix,"7th St & Willetta, Phoenix, Phoenix, Arizona"
2/24/2017,Aurora Village drive thru,Shoreline,Washington,Seattle,"Aurora Village drive thru, Shoreline, Washington"
2/24/2017,15th & McFarland,Tuscaloosa,Alabama,AlabamaRemoteMarkets,"15th & McFarland, Tuscaloosa, Alabama"
2/24/2017,Forum Blvd & Dynasty Dr,Fort Myers,Florida,Naples,"Forum Blvd & Dynasty Dr, Fort Myers, Florida"
2/24/2017,US 441 & David Walker,Eustis,Florida,Orlando,"US 441 & David Walker, Eustis, Florida"
2/23/2017,Minot- 14th & Broadway,Minot,NorthDakota,,"Minot- 14th & Broadway, Minot, NorthDakota"
2/18/2017,"Amherst, Sheridan and N. Bailey",Amherst,NewYork,Buffalo,"Amherst, Sheridan and N. Bailey, Amherst, NewYork"
2/18/2017,Germantown and Wolf River,Germantown,Tennessee,Memphis,"Germantown and Wolf River, Germantown, Tennessee"
2/17/2017,Kanawha Blvd. East,Charleston,WestVirginia,,"Kanawha Blvd. East, Charleston, WestVirginia"
2/17/2017,Dedham Route 1 South,Dedham,Massachusetts,Boston,"Dedham Route 1 South, Dedham, Massachusetts"
2/17/2017,Sixes and Highway 5,Canton,Georgia,Atlanta,"Sixes and Highway 5, Canton, Georgia"
2/16/2017,Harlem & Northwest Highway,Chicago,Illinois,Chicagoland,"Harlem & Northwest Highway, Chicago, Illinois"
2/16/2017,143rd & Bell,Homer Glen,Illinois,Chicagoland,"143rd & Bell, Homer Glen, Illinois"
2/16/2017,Englewood - I-70 and SR48,Englewood,Ohio,Dayton,"Englewood - I-70 and SR48, Englewood, Ohio"
2/13/2017,Carlisle and Washington,New York,NewYork,NewYorkCity,"Carlisle and Washington, New York, NewYork"
2/13/2017,Rio Bravo and Coors,Albuquerque,NewMexico,Albuquerque,"Rio Bravo and Coors, Albuquerque, NewMexico"
2/13/2017,Union and Boulder,Colorado Springs,Colorado,ColoradoSprings,"Union and Boulder, Colorado Springs, Colorado"
2/12/2017,Hwy 290 & RR 12 - Dripping Springs,Dripping Springs,Texas,RemoteMarkets,"Hwy 290 & RR 12 - Dripping Springs, Dripping Springs, Texas"
2/10/2017,"Canton, Dressler Road",Canton,Ohio,Akron,"Canton, Dressler Road, Canton, Ohio"
2/10/2017,"Middletown, 871 Washington St.",Middletown,Connecticut,Hartford,"Middletown, 871 Washington St., Middletown, Connecticut"
2/10/2017,William Penn & McMasters,Monroeville,Pennsylvania,Pittsburgh,"William Penn & McMasters, Monroeville, Pennsylvania"
2/9/2017,Irving Park & Ashland,Chicago,Illinois,Chicagoland,"Irving Park & Ashland, Chicago, Illinois"
2/9/2017,Fenn Road Plaza,Newington,Connecticut,Hartford,"Fenn Road Plaza, Newington, Connecticut"
2/9/2017,Snelling and Marshall,St. Paul,Minnesota,Minneapolis,"Snelling and Marshall, St. Paul, Minnesota"
2/8/2017,Spencer Hwy & Beltway 8,Pasadena,Texas,Houston,"Spencer Hwy & Beltway 8, Pasadena, Texas"
2/6/2017,62nd and Bangerter,West Jordan,Utah,,"62nd and Bangerter, West Jordan, Utah"
2/5/2017,40th & Third Avenue,New York,NewYork,NewYorkCity,"40th & Third Avenue, New York, NewYork"
2/3/2017,"Columbus, Dublin Road",Columbus,Ohio,Columbus,"Columbus, Dublin Road, Columbus, Ohio"
2/3/2017,Hwy 69 and Skyland,Tuscaloosa,Alabama,AlabamaRemoteMarkets,"Hwy 69 and Skyland, Tuscaloosa, Alabama"
2/3/2017,Cooper Point Rd & Black Lake Blvd,Olympia,Washington,Olympia,"Cooper Point Rd & Black Lake Blvd, Olympia, Washington"
2/2/2017,5th and Marquette,Minneapolis,Minnesota,Minneapolis,"5th and Marquette, Minneapolis, Minnesota"
2/2/2017,Charlotte Pike & I-40,Nashville,Tennessee,Nashville,"Charlotte Pike & I-40, Nashville, Tennessee"
2/2/2017,Squirrel & University,Auburn Hills,Michigan,Detroit,"Squirrel & University, Auburn Hills, Michigan"
1/30/2017,I-30 & Hwy 154,Sulphur Springs,Texas,RemoteMarkets,"I-30 & Hwy 154, Sulphur Springs, Texas"
1/27/2017,I-285 and Chamblee Dunwoody Rd,Dunwoody,Georgia,Atlanta,"I-285 and Chamblee Dunwoody Rd, Dunwoody, Georgia"
1/27/2017,"Aurora, W. Garfield Road",Aurora,Ohio,Cleveland,"Aurora, W. Garfield Road, Aurora, Ohio"
1/26/2017,Coastal Hwy Rehoboth,Rehoboth Beach,Delaware,,"Coastal Hwy Rehoboth, Rehoboth Beach, Delaware"
1/26/2017,Phoenix & 540,Fort Smith,Arkansas,,"Phoenix & 540, Fort Smith, Arkansas"
1/23/2017,Davis & 1709,Southlake,Texas,DallasFortWorth,"Davis & 1709, Southlake, Texas"
1/23/2017,Fry & Rustic Lake,Cypress,Texas,Houston,"Fry & Rustic Lake, Cypress, Texas"
1/23/2017,287 and Midway,Broomfield,Colorado,Denver,"287 and Midway, Broomfield, Colorado"
1/21/2017,"Fort Lee, Bergen Blvd.",Fort Lee,NewJersey,,"Fort Lee, Bergen Blvd., Fort Lee, NewJersey"
1/20/2017,Bloomingdale & Blowing Oak,Valrico,Florida,Tampa,"Bloomingdale & Blowing Oak, Valrico, Florida"
1/20/2017,SE TV Hwy & 24th Ave - Hillsboro,Hillsboro,Oregon,Portland,"SE TV Hwy & 24th Ave - Hillsboro, Hillsboro, Oregon"
1/19/2017,Johnson & Country,Fond du Lac,Wisconsin,NorthernWisconsin,"Johnson & Country, Fond du Lac, Wisconsin"
1/19/2017,Azusa and 60 Fwy,Rowland Heights,California,LosAngeles,"Azusa and 60 Fwy, Rowland Heights, California"
1/19/2017,Clovis & Inyo,Fresno,California,CentralValley,"Clovis & Inyo, Fresno, California"
1/19/2017,La Mesa & University,La Mesa,California,SanDiego,"La Mesa & University, La Mesa, California"
1/18/2017,Tinytown & Trenton - Clarksville,Clarksville,Tennessee,TennesseeRemoteMarkets,"Tinytown & Trenton - Clarksville, Clarksville, Tennessee"
1/13/2017,Hwy 19 & Coral Landings,Palm Harbor,Florida,StPetersburg,"Hwy 19 & Coral Landings, Palm Harbor, Florida"
1/13/2017,Highway 17 - Murrells Inlet,Murrells Inlet,SouthCarolina,SouthCarolinaRemoteMarkets,"Highway 17 - Murrells Inlet, Murrells Inlet, SouthCarolina"
1/13/2017,Butler,Butler,Pennsylvania,Pittsburgh,"Butler, Butler, Pennsylvania"
1/13/2017,Wade Hampton Blvd and Artillery St,Greenville,SouthCarolina,Greenville,"Wade Hampton Blvd and Artillery St, Greenville, SouthCarolina"
1/13/2017,Virginia Center Pkwy @ Brooks Rd.,Glen Allen,Virginia,Richmond,"Virginia Center Pkwy @ Brooks Rd., Glen Allen, Virginia"
1/12/2017,415 South Service Road,Grimsby,Ontario,Toronto,"415 South Service Road, Grimsby, Ontario"
1/12/2017,Santa Anita & Live Oak,Arcadia,California,LosAngeles,"Santa Anita & Live Oak, Arcadia, California"
1/12/2017,Thompson Residences,Toronto,Ontario,Toronto,"Thompson Residences, Toronto, Ontario"
1/11/2017,5810 N Lombard - Portland,Portland,Oregon,Portland,"5810 N Lombard - Portland, Portland, Oregon"
1/9/2017,Grand Parkway & Rayford,Spring,Texas,Houston,"Grand Parkway & Rayford, Spring, Texas"
1/6/2017,Highway 17A & Sigma Drive Nexton,Summerville,SouthCarolina,Charleston,"Highway 17A & Sigma Drive Nexton, Summerville, SouthCarolina"
1/6/2017,Maryland & Silverado,Henderson,Nevada,LasVegas,"Maryland & Silverado, Henderson, Nevada"
1/6/2017,Mt Juliet Providence Commons,Mt Juliet,Tennessee,Nashville,"Mt Juliet Providence Commons, Mt Juliet, Tennessee"
1/6/2017,US 301 & W Fort King St,Ocala,Florida,Gainesville,"US 301 & W Fort King St, Ocala, Florida"
1/5/2017,62 and Shady Oak,Eden Prairie,Minnesota,Minneapolis,"62 and Shady Oak, Eden Prairie, Minnesota"
1/5/2017,Citrus & Alosta,Azusa,California,LosAngeles,"Citrus & Alosta, Azusa, California"
1/5/2017,Bobby Jones and Old Trail Road,Augusta,Georgia,GeorgiaRemoteMarkets,"Bobby Jones and Old Trail Road, Augusta, Georgia"
1/5/2017,Lougheed Hwy & Hurd St.,Mission,BritishColumbia,Vancouver,"Lougheed Hwy & Hurd St., Mission, BritishColumbia"
1/5/2017,Olive & Woodsmill - Chesterfield,Chesterfield,Missouri,StLouis,"Olive & Woodsmill - Chesterfield, Chesterfield, Missouri"
12/28/2016,Cedar River Station,Renton,Washington,Seattle,"Cedar River Station, Renton, Washington"
12/28/2016,Brookdale & Rosemount Ave Cornwall,Cornwall,Ontario,OntarioRemoteMarkets,"Brookdale & Rosemount Ave Cornwall, Cornwall, Ontario"
12/22/2016,Kokomo - S Reed & Markland Ave,Kokomo,Indiana,IndianaRemoteMarkets,"Kokomo - S Reed & Markland Ave, Kokomo, Indiana"
12/20/2016,Marshall and McCaslin,Superior,Colorado,Denver,"Marshall and McCaslin, Superior, Colorado"
12/19/2016,Meridian and Overland - Meridian,Meridian,Idaho,Boise,"Meridian and Overland - Meridian, Meridian, Idaho"
12/16/2016,Grand River & Beck,Novi,Michigan,Detroit,"Grand River & Beck, Novi, Michigan"
12/16/2016,"Henrietta, Market Square",Henrietta,NewYork,Rochester,"Henrietta, Market Square, Henrietta, NewYork"
12/16/2016,1495 Yonge & St. Clair,Toronto,Ontario,Toronto,"1495 Yonge & St. Clair, Toronto, Ontario"
12/16/2016,McCallum and No. 1,Abbotsford,BritishColumbia,Vancouver,"McCallum and No. 1, Abbotsford, BritishColumbia"
12/16/2016,"Wallingford, CT",Wallingford,Connecticut,Hartford,"Wallingford, CT, Wallingford, Connecticut"
12/15/2016,I-20 & Hwy 69,Lindale,Texas,TexasRemoteMarkets,"I-20 & Hwy 69, Lindale, Texas"
12/15/2016,King of Prussia Valley Forge,King of Prussia,Pennsylvania,Philadelphia,"King of Prussia Valley Forge, King of Prussia, Pennsylvania"
12/15/2016,Scottsdale Rd. & Pinnacle Peak,Scottsdale,Arizona,Phoenix,"Scottsdale Rd. & Pinnacle Peak, Scottsdale, Arizona"
12/15/2016,Moose Jaw,Moose Jaw,Saskatchewan,,"Moose Jaw, Moose Jaw, Saskatchewan"
12/13/2016,Touhy and Laramie,Skokie,Illinois,Chicagoland,"Touhy and Laramie, Skokie, Illinois"
12/12/2016,Eldorado Pkwy and Dallas Tollway,Frisco,Texas,DallasFortWorth,"Eldorado Pkwy and Dallas Tollway, Frisco, Texas"
12/10/2016,Pinole Valley Rd & I-80,Pinole,California,ContraCostaCounty,"Pinole Valley Rd & I-80, Pinole, California"
12/10/2016,Sierra & Valley,Fontana,California,RiversideSanBernardinoCounty,"Sierra & Valley, Fontana, California"
12/9/2016,Citizens Dr & SW Town Center,Wilsonville,Oregon,Portland,"Citizens Dr & SW Town Center, Wilsonville, Oregon"
12/9/2016,124th and Broadway,New York,NewYork,NewYorkCity,"124th and Broadway, New York, NewYork"
12/9/2016,Canfield,Canfield,Ohio,Youngstown,"Canfield, Canfield, Ohio"
12/9/2016,N. Causeway at Lakeside Mall,Metairie,Louisiana,NewOrleans,"N. Causeway at Lakeside Mall, Metairie, Louisiana"
12/8/2016,Avenue des Canadiens & Drummond,Montreal,Quebec,Montreal,"Avenue des Canadiens & Drummond, Montreal, Quebec"
12/8/2016,Londonderry Mall,Edmonton,Alberta,Edmonton,"Londonderry Mall, Edmonton, Alberta"
12/8/2016,Brookhaven PA,Brookhaven,Pennsylvania,Philadelphia,"Brookhaven PA, Brookhaven, Pennsylvania"
12/8/2016,West Chester and New Ardmore,Broomall,Pennsylvania,Philadelphia,"West Chester and New Ardmore, Broomall, Pennsylvania"
12/6/2016,Page & Ball,Maryland Heights,Missouri,StLouis,"Page & Ball, Maryland Heights, Missouri"
12/3/2016,Meridian & Jovita - Edgewood,Edgewood,Washington,Tacoma,"Meridian & Jovita - Edgewood, Edgewood, Washington"
12/2/2016,Massachusetts & Broadway,Lemon Grove,California,SanDiego,"Massachusetts & Broadway, Lemon Grove, California"
12/2/2016,Carefree Hwy & Cave Creek Rd,Cave Creek,Arizona,Phoenix,"Carefree Hwy & Cave Creek Rd, Cave Creek, Arizona"
12/2/2016,4th and La Brea,Los Angeles,California,LosAngeles,"4th and La Brea, Los Angeles, California"
12/1/2016,28th & N Sacramento,Sacramento,California,Sacramento,"28th & N Sacramento, Sacramento, California"
12/1/2016,Hwy 55 & Vicksburg Ave - Plymouth,Plymouth,Minnesota,Minneapolis,"Hwy 55 & Vicksburg Ave - Plymouth, Plymouth, Minnesota"
12/1/2016,Hwy 99 & Herndon Avenue,Fresno,California,CentralValley,"Hwy 99 & Herndon Avenue, Fresno, California"
12/1/2016,Ellesmere & Midland D/T,Toronto,Ontario,Toronto,"Ellesmere & Midland D/T, Toronto, Ontario"
12/1/2016,Broadway Junction,Port Coquitlam,BritishColumbia,Vancouver,"Broadway Junction, Port Coquitlam, BritishColumbia"
12/1/2016,50th Street Market,Edmonton,Alberta,Edmonton,"50th Street Market, Edmonton, Alberta"
12/1/2016,Tsawwassen Mills,Tsawwassen,BritishColumbia,Vancouver,"Tsawwassen Mills, Tsawwassen, BritishColumbia"
12/1/2016,Tamarack,Edmonton,Alberta,Edmonton,"Tamarack, Edmonton, Alberta"
11/29/2016,Cambridge - Hwy 95 and Hwy 65,Cambridge,Minnesota,MinnesotaRemoteMarkets,"Cambridge - Hwy 95 and Hwy 65, Cambridge, Minnesota"
11/26/2016,Lankershim & La Maida,North Hollywood,California,LosAngeles,"Lankershim & La Maida, North Hollywood, California"
11/23/2016,Cross County Shopping Center,Yonkers,NewYork,WestchesterCounty,"Cross County Shopping Center, Yonkers, NewYork"
11/23/2016,St Laurent & Prince Arthur,Montreal,Quebec,Montreal,"St Laurent & Prince Arthur, Montreal, Quebec"
11/19/2016,King & Mary Streets,Charleston,SouthCarolina,Charleston,"King & Mary Streets, Charleston, SouthCarolina"
11/19/2016,Turtle Bay Winfield,Winfield,BritishColumbia,EasternBritishColumbia,"Turtle Bay Winfield, Winfield, BritishColumbia"
11/18/2016,2nd Ave & General Stillwell,Marina,California,CentralCoast,"2nd Ave & General Stillwell, Marina, California"
11/18/2016,43rd Ave & Dunlap,Phoenix,Arizona,Phoenix,"43rd Ave & Dunlap, Phoenix, Arizona"
11/18/2016,119th & Glenwood - The Fountains,Overland Park,Kansas,KansasCityKansas,"119th & Glenwood - The Fountains, Overland Park, Kansas"
11/18/2016,Scottsdale Fashion Square Palm Ct,Scottsdale,Arizona,Phoenix,"Scottsdale Fashion Square Palm Ct, Scottsdale, Arizona"
11/17/2016,Allen Boulevard,Middleton,Wisconsin,Madison,"Allen Boulevard, Middleton, Wisconsin"
11/17/2016,776 Bethlehem Pike Montgomeryville,Montgomeryville,Pennsylvania,Philadelphia,"776 Bethlehem Pike Montgomeryville, Montgomeryville, Pennsylvania"
11/17/2016,1st btwn 53rd & 54th,New York,NewYork,NewYorkCity,"1st btwn 53rd & 54th, New York, NewYork"
11/17/2016,Lloyd Expwy and Green River Rd,Evansville,Indiana,Evansville,"Lloyd Expwy and Green River Rd, Evansville, Indiana"
11/17/2016,Des Laurentides Blvd & Bellerose E,Laval,Quebec,Montreal,"Des Laurentides Blvd & Bellerose E, Laval, Quebec"
11/17/2016,S. 1st Street & E. Nob Hill Blvd,Yakima,Washington,CentralWashington,"S. 1st Street & E. Nob Hill Blvd, Yakima, Washington"
11/17/2016,Southwest & Highland,Jonesboro,Arkansas,,"Southwest & Highland, Jonesboro, Arkansas"
11/16/2016,Victoria Gardens South Mainstreet,Rancho Cucamonga,California,RiversideSanBernardinoCounty,"Victoria Gardens South Mainstreet, Rancho Cucamonga, California"
11/15/2016,Woods Cross - 2600 S and I-15,Woods Cross,Utah,,"Woods Cross - 2600 S and I-15, Woods Cross, Utah"
11/14/2016,"Brockton, Westgate Drive",Brockton,Massachusetts,Boston,"Brockton, Westgate Drive, Brockton, Massachusetts"
11/13/2016,Treat & Clayton Road,Concord,California,ContraCostaCounty,"Treat & Clayton Road, Concord, California"
11/12/2016,Woodrow Shopping Plaza,Staten Island,NewYork,NewYorkCity,"Woodrow Shopping Plaza, Staten Island, NewYork"
11/11/2016,Brookland CUA,Washington,WashingtonDC,WashingtonDC,"Brookland CUA, Washington, WashingtonDC"
11/11/2016,North Melville,Melville,NewYork,LongIsland,"North Melville, Melville, NewYork"
11/11/2016,Willamette & Walling - West Linn,West Linn,Oregon,Portland,"Willamette & Walling - West Linn, West Linn, Oregon"
11/7/2016,"Westport, Post Road East",Westport,Connecticut,SouthernConnecticut,"Westport, Post Road East, Westport, Connecticut"
11/4/2016,6th & Austin - Klamath Falls,Klamath Falls,Oregon,SouthernOregon,"6th & Austin - Klamath Falls, Klamath Falls, Oregon"
11/4/2016,Dobson & Loop 202,Mesa,Arizona,Phoenix,"Dobson & Loop 202, Mesa, Arizona"
11/3/2016,Herndon Ave & Marks,Fresno,California,CentralValley,"Herndon Ave & Marks, Fresno, California"
11/3/2016,225 Lakeshore Road East,Oakville,Ontario,Toronto,"225 Lakeshore Road East, Oakville, Ontario"
11/3/2016,"62 York Street, Ottawa (Byward M.)",Ottawa,Ontario,Ottawa,"62 York Street, Ottawa (Byward M.), Ottawa, Ontario"
11/2/2016,152nd St & Meridian Ave,Puyallup,Washington,Tacoma,"152nd St & Meridian Ave, Puyallup, Washington"
10/31/2016,L Street & East Broadway,Boston,Massachusetts,Boston,"L Street & East Broadway, Boston, Massachusetts"
10/31/2016,Hwy 121 & Plano Pkwy,Lewisville,Texas,DallasFortWorth,"Hwy 121 & Plano Pkwy, Lewisville, Texas"
10/29/2016,Broadway & Hamilton,Redwood City,California,SanMateoCounty,"Broadway & Hamilton, Redwood City, California"
10/28/2016,2nd & Broadway,Oakland,California,AlamedaCounty,"2nd & Broadway, Oakland, California"
10/28/2016,Clarksburg Premium Outlets,Clarksburg,Maryland,WashingtonDCArea,"Clarksburg Premium Outlets, Clarksburg, Maryland"
10/27/2016,Broadway & Grant,Santa Maria,California,CentralCoast,"Broadway & Grant, Santa Maria, California"
10/27/2016,106th & State - Sandy,Sandy,Utah,,"106th & State - Sandy, Sandy, Utah"
10/27/2016,C Springs - Dublin and Tutt,Colorado Springs,Colorado,ColoradoSprings,"C Springs - Dublin and Tutt, Colorado Springs, Colorado"
10/27/2016,Bayside Village,Tsawwassen,BritishColumbia,Vancouver,"Bayside Village, Tsawwassen, BritishColumbia"
10/27/2016,University Heights,Providence,RhodeIsland,,"University Heights, Providence, RhodeIsland"
10/27/2016,Old Fairhaven Parkway & 30th,Bellingham,Washington,Bellingham,"Old Fairhaven Parkway & 30th, Bellingham, Washington"
10/27/2016,Pioneer & Rosecrans,Norwalk,California,LosAngeles,"Pioneer & Rosecrans, Norwalk, California"
10/21/2016,US 98 & Wedgewood,Lakeland,Florida,Tampa,"US 98 & Wedgewood, Lakeland, Florida"
10/21/2016,Springwood Road,York,Pennsylvania,PennsylvaniaRemoteMarkets,"Springwood Road, York, Pennsylvania"
10/20/2016,"Londonderry, Nashua Rd.",Londonderry,NewHampshire,,"Londonderry, Nashua Rd., Londonderry, NewHampshire"
10/20/2016,Nut Tree and Elmira,Vacaville,California,SolanoCounty,"Nut Tree and Elmira, Vacaville, California"
10/8/2016,River Rd & Churchdale - Salem,Keizer,Oregon,WestCentralOregon,"River Rd & Churchdale - Salem, Keizer, Oregon"
10/6/2016,Lakeland 64 and Fletcher,Lakeland,Tennessee,Memphis,"Lakeland 64 and Fletcher, Lakeland, Tennessee"
10/6/2016,Civic Center & Phillips,Vista,California,SanDiego,"Civic Center & Phillips, Vista, California"
10/5/2016,Highway 41 and Barrett Parkway,Kennesaw,Georgia,Atlanta,"Highway 41 and Barrett Parkway, Kennesaw, Georgia"
10/5/2016,Westlake and Mercer,Seattle,Washington,Seattle,"Westlake and Mercer, Seattle, Washington"
10/5/2016,NewPark,Newark,California,AlamedaCounty,"NewPark, Newark, California"
10/5/2016,Telegraph & Maple,Bloomfield Hills,Michigan,Detroit,"Telegraph & Maple, Bloomfield Hills, Michigan"
10/3/2016,Martin Way & Sleater Kinney,Olympia,Washington,Olympia,"Martin Way & Sleater Kinney, Olympia, Washington"
10/3/2016,E. Ridge Rd. & S. Cage Blvd,Pharr,Texas,RemoteMarkets,"E. Ridge Rd. & S. Cage Blvd, Pharr, Texas"
10/3/2016,Hwy 96 and Centerville Road,Vadnais Heights,Minnesota,Minneapolis,"Hwy 96 and Centerville Road, Vadnais Heights, Minnesota"
10/3/2016,Alma & Exchange,Allen,Texas,DallasFortWorth,"Alma & Exchange, Allen, Texas"
10/3/2016,"Kenneth Road, York",York,Pennsylvania,PennsylvaniaRemoteMarkets,"Kenneth Road, York, York, Pennsylvania"
